---,Actor,Location,Rotation,Scale,Meshes
Row_5452,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/System/BP_PalWorldSettings.BP_PalWorldSettings_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5453,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L0_X-15_Y-1_DL0.StaticMesh_PL_MainWorld5_HLOD0_Instancing_Sorajima_far_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L0_X-15_Y-1_DL0""')))"
Row_5454,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/System/BP_PalWorldSettings.BP_PalWorldSettings_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5455,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L2_X-4_Y0_DL0.StaticMesh_PL_MainWorld5_HLOD0_Instancing_Sorajima_far_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L2_X-4_Y0_DL0""')))"
Row_5456,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/System/BP_PalWorldSettings.BP_PalWorldSettings_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5457,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L2_X-4_Y-1_DL0.StaticMesh_PL_MainWorld5_HLOD0_Instancing_Sorajima_far_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L2_X-4_Y-1_DL0""')))"
Row_5458,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/System/BP_PalWorldSettings.BP_PalWorldSettings_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5459,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L0_X-16_Y0_DL0.StaticMesh_PL_MainWorld5_HLOD0_Instancing_Sorajima_far_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L0_X-16_Y0_DL0""')))"
Row_5460,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/System/BP_PalWorldSettings.BP_PalWorldSettings_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5461,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L0_X-15_Y-2_DL0.StaticMesh_PL_MainWorld5_HLOD0_Instancing_Sorajima_far_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L0_X-15_Y-2_DL0""')))"
Row_5462,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/System/BP_PalWorldSettings.BP_PalWorldSettings_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5463,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L0_X-16_Y-1_DL0.StaticMesh_PL_MainWorld5_HLOD0_Instancing_Sorajima_far_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L0_X-16_Y-1_DL0""')))"
Row_5464,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/System/BP_PalWorldSettings.BP_PalWorldSettings_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5465,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L0_X-17_Y0_DL0.StaticMesh_PL_MainWorld5_HLOD0_Instancing_Sorajima_far_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L0_X-17_Y0_DL0""')))"
Row_5466,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/System/BP_PalWorldSettings.BP_PalWorldSettings_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5467,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L0_X-16_Y-2_DL0.StaticMesh_PL_MainWorld5_HLOD0_Instancing_Sorajima_far_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L0_X-16_Y-2_DL0""')))"
Row_5468,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/System/BP_PalWorldSettings.BP_PalWorldSettings_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5469,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L0_X-16_Y-3_DL0.StaticMesh_PL_MainWorld5_HLOD0_Instancing_Sorajima_far_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L0_X-16_Y-3_DL0""')))"
Row_5470,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/System/BP_PalWorldSettings.BP_PalWorldSettings_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5471,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L0_X-17_Y-2_DL0.StaticMesh_PL_MainWorld5_HLOD0_Instancing_Sorajima_far_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD1_512m_11999m_L0_X-17_Y-2_DL0""')))"
Row_5472,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Spawner/BP_MonoNPCSpawner.BP_MonoNPCSpawner_C',"(X=-758648.516000,Y=3631.453000,Z=43428.234000)","(Pitch=0.000000,Yaw=-144.800000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5473,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Spawner/BP_MonoNPCSpawner.BP_MonoNPCSpawner_C',"(X=-312478.359000,Y=188668.055000,Z=3359.465000)","(Pitch=0.000000,Yaw=-85.400000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5474,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Spawner/BP_MonoNPCSpawner.BP_MonoNPCSpawner_C',"(X=-312124.617000,Y=188964.180000,Z=3359.551000)","(Pitch=0.000000,Yaw=67.100000,Roll=-0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5475,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Spawner/BP_MonoNPCSpawner.BP_MonoNPCSpawner_C',"(X=-306864.195000,Y=185033.844000,Z=4809.761000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5476,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Spawner/BP_MonoNPCSpawner.BP_MonoNPCSpawner_C',"(X=-131158.000000,Y=243381.000000,Z=12000.000000)","(Pitch=0.000000,Yaw=-160.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5477,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Spawner/BP_MonoNPCSpawner.BP_MonoNPCSpawner_C',"(X=-131123.000000,Y=243171.000000,Z=12008.000000)","(Pitch=0.000000,Yaw=-160.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5478,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Spawner/BP_MonoNPCSpawner.BP_MonoNPCSpawner_C',"(X=-131088.000000,Y=242961.000000,Z=12016.000000)","(Pitch=0.000000,Yaw=-160.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5479,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Spawner/BP_MonoNPCSpawner.BP_MonoNPCSpawner_C',"(X=-131053.000000,Y=242751.000000,Z=12024.000000)","(Pitch=0.000000,Yaw=-160.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5480,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Spawner/BP_MonoNPCSpawner.BP_MonoNPCSpawner_C',"(X=-131018.000000,Y=242541.000000,Z=12032.000000)","(Pitch=0.000000,Yaw=-160.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5481,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Spawner/BP_MonoNPCSpawner.BP_MonoNPCSpawner_C',"(X=-130983.000000,Y=242331.000000,Z=12040.000000)","(Pitch=0.000000,Yaw=-160.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5482,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Spawner/BP_MonoNPCSpawner.BP_MonoNPCSpawner_C',"(X=-131527.000000,Y=243359.000000,Z=12000.000000)","(Pitch=0.000000,Yaw=-160.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5483,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Spawner/BP_MonoNPCSpawner.BP_MonoNPCSpawner_C',"(X=-131492.000000,Y=243149.000000,Z=12008.000000)","(Pitch=0.000000,Yaw=-160.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5484,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Spawner/BP_MonoNPCSpawner.BP_MonoNPCSpawner_C',"(X=-131457.000000,Y=242939.000000,Z=12016.000000)","(Pitch=0.000000,Yaw=-160.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5485,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Spawner/BP_MonoNPCSpawner.BP_MonoNPCSpawner_C',"(X=-131422.000000,Y=242729.000000,Z=12024.000000)","(Pitch=0.000000,Yaw=-160.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5486,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Spawner/BP_MonoNPCSpawner.BP_MonoNPCSpawner_C',"(X=-131387.000000,Y=242519.000000,Z=12032.000000)","(Pitch=0.000000,Yaw=-160.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5487,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Spawner/BP_MonoNPCSpawner.BP_MonoNPCSpawner_C',"(X=-131352.000000,Y=242309.000000,Z=12040.000000)","(Pitch=0.000000,Yaw=-160.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5488,/Script/Engine.BlueprintGeneratedClass'/Game/Mods/YetAnotherMinimap/ModActor.ModActor_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5489,/Script/Engine.BlueprintGeneratedClass'/Game/Mods/DynamicPals/ModActor.ModActor_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5490,/Script/Engine.BlueprintGeneratedClass'/Game/Mods/FastTravelFromAnywhere/ModActor.ModActor_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5491,/Script/Engine.BlueprintGeneratedClass'/Game/Mods/ExpeditionTimerHUD/ModActor.ModActor_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5492,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/Weapon/BP_ThrowPalWeapon.BP_ThrowPalWeapon_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5493,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/System/BP_PalWorldSettings.BP_PalWorldSettings_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5494,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_575m_L8_X-1_Y-1_DL0.StaticMesh_2'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_575m_L8_X-1_Y-1_DL0""')))"
Row_5495,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_575m_L8_X-1_Y-1_DL0.StaticMesh_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_575m_L8_X-1_Y-1_DL0""')))"
Row_5496,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_575m_L8_X-1_Y-1_DL0.StaticMesh_3'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_575m_L8_X-1_Y-1_DL0""')))"
Row_5497,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_575m_L8_X-1_Y-1_DL0.StaticMesh_PL_MainWorld5_HLOD0_Instancing_Sorajima_0'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_575m_L8_X-1_Y-1_DL0""')))"
Row_5498,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_575m_L8_X-1_Y-1_DL0.StaticMesh_0'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_575m_L8_X-1_Y-1_DL0""')))"
Row_5499,/Script/Engine.BlueprintGeneratedClass'/Game/Pal/Blueprint/System/BP_PalWorldSettings.BP_PalWorldSettings_C',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)",""
Row_5500,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0.StaticMesh_0'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0""')))"
Row_5501,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0.StaticMesh_9'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0""')))"
Row_5502,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0.StaticMesh_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0""')))"
Row_5503,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0.StaticMesh_8'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0""')))"
Row_5504,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0.StaticMesh_6'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0""')))"
Row_5505,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0.StaticMesh_PL_MainWorld5_HLOD0_Instancing_1'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0""')))"
Row_5506,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0.StaticMesh_4'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0""')))"
Row_5507,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0.StaticMesh_2'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0""')))"
Row_5508,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0.StaticMesh_7'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0""')))"
Row_5509,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0.StaticMesh_11'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0""')))"
Row_5510,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0.StaticMesh_3'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0""')))"
Row_5511,/Script/CoreUObject.Class'/Script/Engine.WorldPartitionHLOD',"(X=0.000000,Y=0.000000,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0.StaticMesh_5'',Materials=(MaterialInstanceConstant'""/Game/Pal/Maps/MainWorld_5/PL_MainWorld5/_Generated_/HLOD0_64m_511m_L5_X-2_Y0_DL0""')))"
